ID,D,T,AtmPr,WindD,WindS,Gust,WaveH,WaveP,WaveD,Hmax,AirT,SeaT,Hum,Code
A2,149,9,1033.972,315,6.945,7.742,0.547,3.164,304,0.625,14.658,13.843,90.234,0.0
A2,149,10,1034.265,321,6.375,9.108,0.391,2.93,323,0.469,14.951,13.916,88.574,0.0
A2,149,11,1034.119,305,5.237,6.945,0.391,2.93,332,0.625,15.488,14.136,85.938,0.0
A2,149,12,1034.155,315,3.985,5.465,0.391,3.164,6,0.625,15.83,14.374,83.984,0.0
A2,149,13,1033.899,316,2.505,3.871,0.313,2.93,15,0.469,17.002,15.161,76.074,0.0
A2,149,14,1033.435,349,2.505,3.188,0.313,3.047,42,0.0,16.807,14.985,77.344,0.0
A2,149,15,1033.167,243,1.822,2.732,0.391,3.398,62,0.469,17.686,14.238,72.363,0.0
A2,149,16,1032.727,182,3.985,5.806,0.313,3.867,35,0.0,17.1,13.925,80.762,0.0
A2,149,17,1032.336,219,5.465,6.603,0.234,3.516,8,0.0,15.635,13.832,89.063,0.0
A2,149,18,1032.056,211,5.465,6.262,0.234,4.336,60,0.0,14.902,14.035,89.551,0.0
A2,149,19,1031.958,210,5.579,6.831,0.234,3.633,20,0.0,15.0,13.808,90.918,0.0
A2,149,20,1031.824,228,5.465,6.945,0.234,3.516,31,0.0,14.805,13.909,91.211,0.0
A2,149,21,1031.995,208,4.554,5.92,0.313,3.398,48,0.469,14.561,14.077,92.578,0.0
A2,149,22,1031.97,171,2.619,4.554,0.313,3.281,58,0.469,14.414,13.775,93.066,0.0
A2,149,23,1031.763,82,1.48,1.935,0.313,3.164,56,0.469,14.268,13.72,93.555,0.0
A2,150,0,1031.555,35,3.985,4.782,0.313,3.047,80,0.313,14.609,14.548,94.434,0.0
A2,150,1,1031.201,48,5.579,6.945,0.234,2.93,72,0.0,14.316,14.088,94.434,0.0
A2,150,2,1030.786,93,4.554,5.579,0.234,3.047,59,0.0,13.779,13.945,95.605,0.0
A2,150,3,1030.298,60,7.286,9.677,0.156,3.047,48,0.0,13.926,13.92,96.191,0.0
A2,150,4,1029.895,35,5.237,6.945,0.156,3.281,44,0.0,14.072,13.546,96.582,0.0
A2,150,5,1029.614,20,4.895,6.148,0.234,3.633,39,0.0,14.072,14.134,96.68,0.0
A2,150,6,1029.382,356,2.505,4.554,0.156,3.398,305,0.0,13.877,13.788,96.289,0.0
A2,150,7,1029.285,342,2.96,4.326,0.156,3.281,10,0.0,13.73,13.326,95.898,0.0
A2,150,8,1029.346,17,5.579,7.742,0.234,3.281,11,0.0,14.121,13.63,96.387,0.0
A2,150,9,1029.26,7,5.237,7.172,0.313,3.047,31,0.469,14.023,13.096,96.289,0.0
A2,150,10,1029.077,23,3.985,6.034,0.313,3.047,41,0.469,13.438,13.66,96.094,0.0
A2,150,11,1028.833,2,3.643,6.148,0.391,2.813,52,0.469,13.779,13.68,95.215,0.0
A2,150,12,1028.772,355,2.846,4.554,0.391,2.813,51,0.469,13.779,14.088,95.313,0.0
A2,150,13,1028.406,61,3.074,5.465,0.469,3.281,80,0.625,13.877,14.432,94.238,0.0
A2,150,14,1028.125,66,3.757,5.92,0.391,2.93,72,0.469,13.682,14.214,94.824,0.0
A2,150,15,1027.808,34,3.643,4.668,0.234,2.93,65,0.0,14.023,14.934,94.531,0.0
A2,150,16,1027.026,48,5.123,6.034,0.234,3.047,53,0.0,14.268,14.496,94.922,0.0
A2,150,17,1026.526,75,3.871,5.237,0.156,3.516,69,0.0,14.707,15.231,94.238,0.0
A2,150,18,1025.684,113,5.237,6.148,0.156,3.516,307,0.0,15.098,14.037,92.09,0.0
A2,150,19,1025.269,137,5.351,6.375,0.234,4.922,105,0.0,14.951,13.984,93.164,0.0
A2,150,20,1025.134,152,3.871,5.009,0.156,3.516,3,0.0,15.0,14.344,92.285,0.0
A2,150,21,1025.281,173,2.391,3.415,0.156,3.164,17,0.0,14.561,15.123,93.555,0.0
A2,150,22,1024.866,121,3.529,4.326,0.156,3.047,49,0.0,14.609,14.821,93.848,0.0
A2,150,23,1025.061,139,3.415,4.554,0.234,3.75,134,0.0,14.561,14.13,93.066,0.0
A2,151,0,1024.463,121,4.326,5.123,0.156,3.164,120,0.0,14.463,14.121,93.457,0.0
A2,151,1,1024.219,144,1.594,3.188,0.156,3.281,135,0.0,14.268,13.29,93.652,0.0
A2,151,2,1023.987,175,1.366,1.935,0.156,3.164,100,0.0,13.877,13.846,94.727,0.0
A2,151,3,1023.45,148,3.188,4.212,0.234,3.75,122,0.0,13.779,13.777,95.313,0.0
A2,151,4,1023.145,160,3.757,4.212,0.156,3.164,113,0.0,13.535,13.727,95.605,0.0
A2,151,5,1023.096,167,4.099,4.782,0.078,3.164,132,0.0,13.633,13.515,95.605,0.0
A2,151,6,1022.791,184,4.554,5.806,0.078,3.047,170,0.0,13.877,13.607,94.922,0.0
A2,151,7,1022.852,193,7.628,8.766,0.156,3.398,184,0.0,14.17,13.799,93.457,0.0
A2,151,8,1022.656,187,6.603,8.766,0.156,2.93,255,0.0,14.561,14.185,92.383,0.0
A2,151,9,1022.766,186,6.262,7.286,0.234,5.039,235,0.0,14.756,14.273,91.211,0.0
A2,151,10,1022.559,180,9.677,11.726,0.156,3.281,141,0.0,15.098,14.019,87.793,0.0
A2,151,11,1022.29,172,9.449,11.271,0.156,2.813,194,0.0,15.0,14.11,89.16,0.0
A2,151,12,1022.205,170,8.539,9.905,0.313,3.281,165,0.0,15.098,13.929,89.258,0.0
A2,151,13,1021.729,163,6.945,8.311,0.234,3.281,174,0.0,15.244,13.737,89.746,0.0
A2,151,14,1021.46,168,7.969,9.108,0.234,2.93,187,0.0,15.391,13.358,87.598,0.0
A2,151,15,1020.837,174,13.889,16.053,0.313,2.813,197,0.313,15.342,13.828,86.816,0.0
A2,151,16,1020.435,190,11.726,14.686,0.469,3.047,187,0.469,15.635,13.519,85.156,0.0
A2,151,17,1019.775,180,11.385,13.662,0.469,2.813,201,0.469,15.391,13.885,86.719,0.0
A2,151,18,1019.495,175,11.043,14.117,0.391,2.813,204,0.469,15.586,13.883,85.156,0.0
A2,151,19,1019.226,189,9.449,13.206,0.469,2.578,197,0.313,16.123,13.79,80.859,0.0
A2,151,20,1019.128,196,9.791,12.865,0.625,2.695,214,0.625,15.83,13.925,83.691,0.0
A2,151,21,1019.36,201,11.043,15.256,0.625,2.695,210,0.625,15.684,13.949,86.23,0.0
A2,151,22,1019.165,176,12.865,15.256,0.703,2.813,197,0.781,15.439,13.98,87.793,0.0
A2,151,23,1019.385,203,9.563,12.979,0.625,3.164,201,0.781,15.537,13.663,89.063,0.0
A2,152,0,1019.299,200,11.499,12.979,0.469,3.164,205,0.469,15.391,13.59,90.43,0.0
A2,152,1,1019.458,196,9.905,12.637,0.391,3.398,195,0.469,15.439,14.401,91.895,0.0
A2,152,2,1019.507,196,9.905,11.84,0.469,3.516,186,0.625,15.537,14.85,92.48,0.0
A2,152,3,1020.325,210,10.474,13.092,0.547,3.633,162,0.938,15.342,14.233,93.359,0.0
A2,152,4,1019.873,193,8.994,11.954,0.547,3.398,187,0.625,15.195,14.467,94.238,0.0
A2,152,5,1019.8,209,8.766,13.548,0.547,3.164,180,0.781,15.098,14.066,94.727,0.0
A2,152,6,1019.409,177,7.628,10.702,0.703,3.164,180,0.781,15.0,14.251,94.727,0.0
A2,152,7,1019.836,198,10.019,12.865,0.625,3.047,181,0.781,15.049,13.72,94.238,0.0
A2,152,8,1019.885,200,10.132,13.092,0.625,2.813,200,0.781,14.951,13.733,95.02,0.0
A2,152,9,1019.995,201,8.083,10.702,0.625,2.813,197,0.625,14.756,13.083,95.41,0.0
A2,152,10,1020.227,199,9.222,11.385,0.547,2.813,198,0.781,14.658,13.37,95.215,0.0
A2,152,11,1020.618,209,8.425,10.246,0.469,2.93,187,0.625,14.707,13.451,95.313,0.0
A2,152,12,1020.532,195,7.855,9.336,0.391,2.93,183,0.469,14.756,13.412,95.215,0.0
A2,152,13,1020.825,190,7.4,8.766,0.391,3.75,150,0.469,15.586,14.301,92.48,0.0
A2,152,14,1020.715,176,9.108,10.929,0.391,3.398,139,0.469,15.781,14.138,90.625,0.0
A2,152,15,1020.52,180,10.36,12.296,0.469,3.633,141,0.781,16.318,15.02,86.816,0.0
A2,152,16,1020.544,193,10.929,13.32,0.469,3.516,169,0.625,16.123,15.064,87.891,0.0
A2,152,17,1020.508,235,6.034,8.766,0.625,3.281,172,0.625,16.123,15.022,88.086,0.0
A2,152,18,1020.386,243,4.668,6.375,0.625,3.047,169,0.625,16.221,14.365,86.523,0.0
A2,152,19,1020.447,229,5.806,6.945,0.547,2.813,191,0.781,15.732,13.66,89.551,0.0
A2,152,20,1020.764,281,7.172,10.929,0.391,2.813,191,0.469,16.221,13.652,90.43,0.0
A2,152,21,1021.411,320,7.059,8.539,0.469,2.813,188,0.469,15.977,13.876,93.164,0.0
A2,152,22,1021.765,307,4.099,5.806,0.391,2.813,195,0.625,15.488,13.387,94.629,0.0
A2,152,23,1022.534,309,7.514,9.677,0.391,3.281,219,0.469,15.244,13.343,95.313,0.0
A2,153,0,1023.425,12,6.034,7.172,0.313,3.047,177,0.0,13.926,13.369,93.652,0.0
A2,153,1,1023.34,329,10.702,13.662,0.469,2.813,276,0.625,14.512,13.422,81.836,0.0
A2,153,2,1023.792,322,14.345,18.329,0.703,2.93,315,0.938,14.365,13.35,74.316,0.0
A2,153,3,1024.011,312,12.637,16.849,0.781,3.164,330,0.781,13.926,13.394,76.66,0.0
A2,153,4,1024.048,298,13.092,15.256,0.781,3.164,335,0.938,13.73,13.722,78.32,0.0
A2,153,5,1024.084,303,12.865,16.622,0.703,3.164,339,0.781,13.682,13.674,79.297,0.0
A2,153,6,1024.463,301,11.157,16.394,0.703,3.281,326,0.781,13.486,13.889,80.273,0.0
A2,153,7,1024.915,311,10.132,14.003,0.625,3.516,307,0.781,13.828,13.401,73.242,0.0
A2,153,8,1025.0,300,8.197,11.499,0.625,3.867,308,0.781,13.633,13.31,79.785,0.0
A2,153,9,1025.134,292,7.514,9.905,0.703,3.984,308,1.25,13.584,13.218,80.371,0.0
A2,153,10,1025.195,307,5.806,7.4,0.703,3.867,308,0.781,13.73,13.048,79.004,0.0
A2,153,11,1025.525,292,3.415,5.237,0.703,3.516,307,0.781,14.17,13.239,77.246,0.0
A2,153,12,1025.659,224,1.708,2.846,0.703,3.398,333,0.938,15.879,13.387,72.266,0.0
A2,153,13,1025.354,138,4.099,4.895,0.625,3.047,343,0.625,14.756,13.444,75.586,0.0
A2,153,14,1025.366,191,2.619,4.212,0.469,3.047,1,0.625,14.561,13.757,79.395,0.0
A2,153,15,1025.037,172,5.351,6.945,0.469,3.281,100,1.094,14.512,14.07,78.906,0.0
A2,153,16,1024.768,182,9.222,11.043,0.391,3.398,100,0.469,14.414,14.095,80.176,0.0
A2,153,17,1024.683,197,8.311,10.474,0.313,3.047,180,0.469,14.463,13.629,80.664,0.0
A2,153,18,1024.548,204,10.588,13.889,0.391,2.813,190,0.313,14.414,13.817,79.102,0.0
A2,153,19,1024.097,201,12.523,16.053,0.469,2.695,208,0.469,14.512,13.89,75.0,0.0
A2,153,20,1023.694,203,12.296,15.369,0.469,2.695,238,0.469,14.365,13.848,77.441,0.0
A2,153,21,1024.06,210,12.523,15.711,0.391,2.695,274,0.469,14.121,13.508,80.664,0.0
A2,153,22,1023.962,215,9.677,12.523,0.469,2.695,263,0.469,14.023,13.392,87.207,0.0
A2,153,23,1024.023,311,10.929,14.117,0.469,2.813,240,0.469,15.244,13.266,81.641,0.0
A2,154,0,1023.914,311,7.855,10.36,0.391,2.813,225,0.469,14.951,13.328,78.516,0.0
A2,154,1,1024.194,308,10.929,14.459,0.469,2.813,271,0.469,14.951,13.478,77.246,0.0
A2,154,2,1024.304,311,12.637,16.053,0.625,2.813,308,0.781,15.0,15.033,71.289,0.0
A2,154,3,1024.731,304,15.939,19.696,0.625,3.047,291,0.625,14.609,14.158,72.07,0.0
A2,154,4,1024.854,313,14.573,19.24,0.625,3.164,294,0.781,14.17,13.749,77.051,0.0
A2,154,5,1025.195,307,10.816,12.865,0.703,3.164,305,0.938,13.877,13.431,80.371,0.0
A2,154,6,1025.391,298,10.36,13.092,0.625,3.164,314,0.781,13.828,13.392,81.738,0.0
A2,154,7,1025.427,296,12.182,14.345,0.547,3.398,312,0.938,13.73,13.423,83.301,0.0
A2,154,8,1025.61,295,13.434,16.053,0.625,3.75,297,0.781,13.584,13.583,83.008,0.0
A2,154,9,1025.842,307,8.083,12.068,0.703,3.984,309,0.938,13.73,13.632,82.227,0.0
A2,154,10,1026.05,313,7.4,9.222,0.703,3.867,293,1.094,14.023,13.323,78.125,0.0
A2,154,11,1026.331,299,5.465,7.628,0.781,3.867,300,1.094,14.121,13.22,79.785,0.0
A2,154,12,1026.379,262,5.692,6.717,0.781,3.633,316,1.25,14.414,13.326,80.371,0.0
A2,154,13,1026.538,215,3.757,5.465,0.625,3.164,339,0.781,15.195,13.575,78.809,0.0
A2,154,14,1026.587,226,5.806,6.603,0.547,3.047,339,0.469,15.195,13.775,78.125,0.0
A2,154,15,1026.965,230,7.059,8.994,0.469,3.281,83,0.625,15.244,14.145,82.422,0.0
A2,154,16,1026.746,217,11.157,14.003,0.391,3.398,62,0.469,15.0,13.68,79.785,0.0
A2,154,17,1026.44,209,10.36,12.296,0.391,3.164,228,0.469,14.658,13.823,82.813,0.0
A2,154,18,1026.27,213,10.246,13.434,0.391,3.047,215,0.625,14.561,13.945,84.766,0.0
A2,154,19,1026.123,206,9.222,12.409,0.469,3.164,184,0.625,14.463,13.927,83.594,0.0
A2,154,20,1025.806,204,11.84,15.256,0.469,2.695,222,0.469,14.316,14.052,85.84,0.0
A2,154,21,1025.781,210,10.702,12.523,0.391,2.813,226,0.469,14.316,13.997,89.844,0.0
A2,154,22,1025.452,215,10.019,11.499,0.391,2.813,263,0.469,14.365,13.574,90.625,0.0
A2,154,23,1025.525,221,6.603,8.994,0.391,3.047,269,0.469,14.951,13.592,88.379,0.0
A2,155,0,1025.317,228,6.945,10.019,0.313,2.813,238,0.0,14.902,13.713,87.207,0.0
A2,155,1,1025.037,240,6.831,11.612,0.313,2.93,195,0.0,14.854,13.828,87.109,0.0
A2,155,2,1024.805,234,9.791,11.271,0.234,3.164,160,0.0,14.414,13.506,88.867,0.0
A2,155,3,1024.744,230,6.717,11.385,0.313,3.164,104,0.625,14.805,13.563,87.402,0.0
A2,155,4,1024.377,246,13.434,15.711,0.391,3.047,232,0.469,15.049,13.449,83.496,0.0
A2,155,5,1024.304,237,10.816,13.32,0.469,3.164,248,0.625,15.049,13.5,84.082,0.0
A2,155,6,1023.926,247,13.434,16.053,0.469,3.047,250,0.469,15.049,13.542,83.301,0.0
A2,155,7,1024.304,271,9.222,13.32,0.547,3.164,246,0.625,14.854,13.491,86.523,0.0
A2,155,8,1024.048,270,13.548,15.939,0.625,3.164,256,0.781,14.756,13.553,87.207,0.0
A2,155,9,1023.975,270,9.563,12.979,0.703,3.398,256,0.938,15.049,13.817,85.645,0.0
A2,155,10,1024.133,235,5.692,8.766,0.625,3.633,270,0.781,15.195,13.817,84.473,0.0
A2,155,11,1024.268,302,7.4,9.336,0.625,3.633,283,0.938,15.293,13.497,85.254,0.0
A2,155,12,1024.365,318,6.262,7.514,0.547,3.516,280,0.781,15.146,13.486,79.395,0.0
A2,155,13,1024.414,324,2.619,5.806,0.547,3.164,295,0.625,15.342,13.497,77.637,0.0
A2,155,14,1024.792,34,1.025,1.822,0.469,2.93,314,0.625,16.123,13.786,72.949,0.0
A2,155,15,1024.805,150,2.163,3.415,0.469,2.93,329,0.625,15.635,14.352,80.957,0.0
A2,155,16,1024.866,182,2.96,4.212,0.391,3.047,321,0.625,15.391,14.07,81.738,0.0
A2,155,17,1024.792,167,4.099,5.009,0.313,3.164,352,0.313,15.293,14.013,80.859,0.0
A2,155,18,1024.731,139,1.366,3.302,0.313,3.164,219,0.313,15.293,13.815,79.004,0.0
A2,155,19,1024.854,182,3.871,4.782,0.391,3.633,167,0.625,14.854,13.645,83.008,0.0
A2,155,20,1024.609,203,2.049,4.099,0.313,2.93,233,0.0,14.854,13.841,84.473,0.0
A2,155,21,1024.963,217,1.594,2.163,0.234,3.047,295,0.0,14.561,14.073,85.84,0.0
A2,155,22,1025.232,196,1.594,3.529,0.156,3.281,318,0.0,14.316,13.802,87.402,0.0
A2,155,23,1025.525,81,5.806,7.172,0.234,3.75,280,0.0,13.779,13.531,91.602,0.0
A2,156,0,1025.525,113,4.554,5.692,0.234,3.516,302,0.0,13.34,13.233,90.527,0.0
A2,156,1,1024.902,90,5.123,6.148,0.234,3.281,349,0.0,13.096,13.021,91.992,0.0
A2,156,2,1025.049,74,4.782,5.92,0.234,3.281,49,0.0,13.096,13.094,91.406,0.0
A2,156,3,1024.963,74,5.465,6.262,0.391,3.164,48,0.469,13.096,12.865,91.016,0.0
A2,156,4,1024.939,76,5.009,5.692,0.469,3.047,49,0.625,13.193,15.234,91.016,0.0
A2,156,5,1025.098,94,4.782,5.692,0.547,3.164,65,0.625,13.486,13.519,89.551,0.0
A2,156,6,1025.281,98,5.465,6.375,0.469,3.047,46,0.469,13.779,13.489,89.648,0.0
A2,156,7,1025.391,102,6.489,7.286,0.391,3.047,73,0.469,13.926,13.383,90.527,0.0
A2,156,8,1025.696,126,6.262,8.197,0.313,3.047,73,0.313,14.023,13.478,89.453,0.0
A2,156,9,1025.781,136,7.514,8.994,0.234,3.047,84,0.0,14.512,13.795,85.84,0.0
A2,156,10,1025.696,149,7.969,9.563,0.156,3.398,90,0.0,14.414,13.997,88.77,0.0
A2,156,11,1025.745,153,7.172,9.449,0.156,3.867,333,0.0,14.414,13.629,89.746,0.0
A2,156,12,1025.647,159,6.945,8.083,0.156,3.516,328,0.0,14.463,13.378,90.43,0.0
A2,156,13,1025.366,160,7.514,8.994,0.156,3.398,297,0.0,14.268,13.423,91.113,0.0
A2,156,14,1025.269,162,8.083,10.019,0.234,3.516,252,0.0,14.365,13.198,91.504,0.0
A2,156,15,1025.183,152,6.375,8.425,0.156,3.164,107,0.0,14.316,13.401,90.723,0.0
A2,156,16,1025.488,151,5.465,6.945,0.234,3.75,91,0.0,14.463,13.845,89.355,0.0
A2,156,17,1025.574,151,5.465,7.172,0.234,3.516,118,0.0,15.342,15.723,85.449,0.0
A2,156,18,1025.33,153,8.652,9.905,0.234,3.516,139,0.0,15.732,13.89,82.031,0.0
A2,156,19,1025.024,143,7.286,8.652,0.313,3.867,146,0.469,14.854,13.898,87.012,0.0
A2,156,20,1024.475,136,6.489,7.969,0.313,3.047,184,0.0,14.805,13.868,87.305,0.0
A2,156,21,1024.744,170,6.034,7.969,0.391,3.047,217,0.469,14.854,13.931,86.523,0.0
A2,156,22,1024.524,168,7.4,10.019,0.313,3.047,235,0.469,14.707,13.934,87.5,0.0
A2,156,23,1024.731,170,7.4,8.994,0.313,2.93,264,0.313,14.756,13.671,85.938,0.0
A2,157,0,1024.438,174,7.286,9.563,0.234,2.813,280,0.0,14.414,13.085,86.23,0.0
A2,157,1,1023.926,153,7.969,9.449,0.156,2.93,269,0.0,14.121,12.936,87.891,0.0
A2,157,2,1022.766,157,9.563,11.271,0.156,3.047,253,0.0,14.316,12.969,86.523,0.0
A2,157,3,1023.145,156,7.628,10.588,0.156,2.813,253,0.0,14.463,12.9,86.328,0.0
A2,157,4,1023.145,123,1.935,6.034,0.156,2.93,186,0.0,13.877,12.854,89.941,0.0
A2,157,5,1023.438,273,1.138,2.505,0.156,3.633,155,0.0,13.633,15.385,91.797,0.0
A2,157,6,1023.181,116,2.277,2.846,0.234,3.398,163,0.0,15.195,15.564,88.281,0.0
A2,157,7,1023.315,81,5.579,6.262,0.156,3.281,186,0.0,14.365,14.031,89.453,0.0
A2,157,8,1023.45,39,5.123,6.945,0.234,3.164,203,0.0,14.463,13.817,90.234,0.0
A2,157,9,1022.986,107,5.351,6.717,0.234,3.047,204,0.0,15.439,13.954,87.109,0.0
A2,157,10,1022.156,156,8.539,11.385,0.156,2.93,226,0.0,15.537,13.998,84.961,0.0
A2,157,11,1022.18,170,8.311,11.612,0.156,3.398,201,0.0,15.684,13.824,83.008,0.0
A2,157,12,1021.704,171,8.994,11.612,0.156,4.57,84,0.0,15.293,13.414,86.133,0.0
A2,157,13,1021.265,169,8.083,9.677,0.156,3.75,249,0.0,15.439,13.213,82.91,0.0
A2,157,14,1020.459,168,10.816,11.954,0.078,3.867,177,0.0,15.146,13.233,83.008,0.0
A2,157,15,1019.934,174,12.979,15.597,0.078,3.398,179,0.0,16.123,13.063,75.879,0.0
A2,157,16,1019.482,177,12.523,16.053,0.391,2.813,187,0.469,15.928,13.098,79.785,0.0
A2,157,17,1019.019,178,14.117,16.736,0.391,2.813,186,0.469,15.635,12.971,83.984,0.0
A2,157,18,1018.652,178,15.142,17.988,0.469,3.281,195,0.469,16.172,16.309,85.449,0.0
A2,157,19,1018.665,180,17.077,20.72,0.625,3.984,187,0.938,16.709,15.518,83.594,0.0
A2,157,20,1018.75,195,15.939,20.72,0.859,3.867,180,1.25,17.1,14.535,81.836,0.0
A2,157,21,1018.774,191,15.825,20.151,0.859,3.633,183,1.406,16.855,14.348,82.422,0.0
A2,157,22,1018.774,195,12.865,19.696,1.172,3.516,184,1.25,16.66,14.302,82.227,0.0
A2,157,23,1018.64,195,11.612,15.825,1.016,3.398,197,1.094,16.123,13.931,83.984,0.0
A2,158,0,1018.652,188,9.563,13.434,0.781,3.281,212,1.094,15.781,13.636,85.254,0.0
A2,158,1,1018.384,175,10.246,13.206,0.781,3.164,211,0.781,14.902,13.652,87.988,0.0
A2,158,2,1018.018,183,10.588,13.662,0.547,3.164,211,0.625,15.342,12.92,88.77,0.0
A2,158,3,1017.749,180,11.954,21.745,0.547,3.047,197,0.781,15.439,12.909,85.84,0.0
A2,158,4,1017.456,178,12.637,16.508,0.547,3.047,170,0.781,15.586,12.762,85.156,0.0
A2,158,5,1017.456,171,13.092,15.483,0.547,3.398,174,0.625,15.293,12.894,83.398,0.0
A2,158,6,1017.493,158,9.336,11.726,0.469,3.633,165,0.625,15.488,14.985,84.57,0.0
A2,158,7,1017.59,174,13.548,16.166,0.469,3.867,166,0.781,16.123,15.295,83.887,0.0
A2,158,8,1017.566,165,11.84,15.028,0.547,3.633,173,0.625,16.27,14.806,83.887,0.0
A2,158,9,1017.297,161,8.88,13.776,0.625,3.398,180,0.781,15.977,14.235,80.273,0.0
A2,158,10,1017.285,158,9.222,12.068,0.547,3.164,180,0.781,15.342,14.317,82.324,0.0
A2,158,11,1016.687,160,10.588,13.206,0.547,2.93,195,0.625,16.318,13.995,74.316,0.0
A2,158,12,1016.956,181,8.425,11.954,0.313,2.93,225,0.469,16.172,13.923,78.906,0.0
A2,158,13,1016.565,177,6.375,9.222,0.391,2.93,233,0.469,15.781,13.581,79.199,0.0
A2,158,14,1015.906,162,6.489,9.563,0.313,3.047,232,0.0,16.953,13.332,71.484,0.0
A2,158,15,1015.381,157,6.945,9.222,0.313,3.164,253,0.0,16.27,13.326,77.148,0.0
A2,158,16,1015.015,133,5.92,8.425,0.234,3.281,186,0.0,16.123,13.277,75.684,0.0
A2,158,17,1014.343,139,9.563,11.043,0.391,4.102,212,0.781,15.781,13.147,80.957,0.0
A2,158,18,1013.965,146,8.311,10.132,0.313,3.516,131,0.0,16.807,15.104,74.902,0.0
A2,158,19,1013.733,152,7.4,8.539,0.234,3.398,145,0.0,17.49,15.553,75.684,0.0
A2,158,20,1013.525,171,8.766,10.246,0.234,3.281,156,0.0,18.271,15.494,73.145,0.0
A2,158,21,1013.635,161,7.742,8.539,0.313,3.398,179,0.313,17.588,15.394,77.832,0.0
A2,158,22,1013.623,144,6.148,7.969,0.313,3.047,190,0.313,16.025,14.094,83.301,0.0
A2,158,23,1013.464,152,5.123,6.603,0.313,3.281,208,0.469,15.879,13.949,83.496,0.0
A2,159,0,1012.476,137,6.831,8.425,0.313,3.281,218,0.313,16.123,13.738,81.25,0.0
A2,159,1,1011.987,144,7.514,9.336,0.234,3.164,203,0.0,15.488,13.286,83.594,0.0
A2,159,2,1011.719,156,7.286,8.539,0.234,3.164,195,0.0,16.27,13.202,78.711,0.0
A2,159,3,1011.218,152,6.148,8.766,0.234,3.398,195,0.0,15.879,13.114,81.348,0.0
A2,159,4,1010.486,103,3.643,6.603,0.234,3.633,160,0.0,16.758,13.076,73.535,0.0
A2,159,5,1009.875,64,4.668,5.806,0.234,3.75,159,0.0,17.1,13.127,70.703,0.0
A2,159,6,1009.57,53,6.034,6.603,0.234,3.867,139,0.0,15.83,12.999,78.32,0.0
A2,159,7,1009.753,357,2.96,5.237,0.234,3.984,124,0.0,16.172,15.291,80.859,0.0
A2,159,8,1008.875,13,6.034,8.083,0.156,3.75,131,0.0,16.758,15.703,80.664,0.0
A2,159,9,1009.094,8,3.415,5.009,0.234,4.688,65,0.0,16.416,15.723,84.18,0.0
A2,159,10,1009.082,318,3.188,4.099,0.234,3.633,172,0.0,17.002,14.07,81.738,0.0
A2,159,11,1009.204,22,2.505,4.44,0.156,3.75,184,0.0,17.246,14.344,83.789,0.0
A2,159,12,1009.192,258,8.88,10.132,0.234,4.336,180,0.0,16.709,13.991,89.355,0.0
A2,159,13,1009.534,40,4.554,8.994,0.156,3.867,191,0.0,15.977,13.738,90.527,0.0
A2,159,14,1008.923,70,10.702,14.117,0.234,3.398,210,0.0,15.928,13.391,86.719,0.0
A2,159,15,1009.094,104,11.157,13.889,0.234,3.281,290,0.0,15.195,13.51,88.574,0.0
A2,159,16,1009.692,210,4.782,10.588,0.313,3.516,53,0.469,15.195,13.471,88.281,0.0
A2,159,17,1010.303,312,6.262,8.197,0.313,3.047,27,0.0,15.439,13.372,87.012,0.0
A2,159,18,1010.046,331,5.92,7.969,0.313,3.281,311,0.625,15.83,13.475,87.402,0.0
A2,159,19,1010.046,23,7.059,8.766,0.469,3.047,41,0.625,15.146,14.738,89.453,0.0
A2,159,20,1011.035,351,5.351,6.945,0.469,3.164,48,0.625,15.293,14.954,90.723,0.0
A2,159,21,1011.792,343,6.831,7.969,0.547,3.398,48,0.625,15.537,15.308,91.211,0.0
A2,159,22,1012.402,332,8.652,10.019,0.547,3.398,44,0.781,15.684,14.176,92.969,0.0
A2,159,23,1012.793,351,10.929,12.409,0.703,3.516,28,0.781,15.293,13.358,91.406,0.0
A2,160,0,1013.208,337,9.222,10.588,0.625,3.867,354,1.094,14.902,13.596,91.211,0.0
A2,160,1,1013.379,335,9.791,11.499,0.547,4.219,347,0.781,15.0,13.317,91.309,0.0
A2,160,2,1013.989,317,12.409,15.597,0.625,3.984,329,0.781,15.244,13.359,88.477,0.0
A2,160,3,1014.575,322,7.4,14.573,1.016,4.219,325,1.563,14.561,13.202,89.16,0.0
A2,160,4,1014.795,318,11.84,15.142,1.094,4.336,340,1.563,14.414,13.376,88.574,0.0
A2,160,5,1015.295,318,12.865,15.711,1.328,4.219,347,2.188,14.707,13.341,84.961,0.0
A2,160,6,1015.845,316,12.865,16.849,1.25,3.867,3,2.031,14.658,13.297,84.668,0.0
A2,160,7,1016.699,324,12.979,17.76,1.25,3.75,353,1.406,14.707,13.079,84.277,0.0
A2,160,8,1017.505,320,13.776,17.76,1.25,3.867,8,1.406,14.756,14.138,83.203,0.0
A2,160,9,1018.079,318,14.686,18.557,1.094,3.633,359,1.25,14.854,13.953,79.688,0.0
A2,160,10,1018.628,321,12.068,14.573,1.016,3.633,354,1.25,14.609,13.083,80.176,0.0
A2,160,11,1019.238,331,9.108,14.117,0.938,3.75,349,1.25,14.805,13.918,80.762,0.0
A2,160,12,1019.531,321,9.677,12.409,1.016,3.984,322,1.406,15.146,13.953,80.273,0.0
